timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
139,1867,"Arlington + La Sierra",,33.944964,-117.499533,,,,,,0
141,1694,"Crest + Beau",,33.944416,-117.472639,,,,,,0
142,2582,"Pechanga Pkwy NS Muirfield",,33.468426,-117.119228,,,,,,0
143,2432,"Old Elsinore FS Orange",,33.816103,-117.279800,,,,,,0
144,2158,"Alessandro NS Country Squire",,33.917270,-117.194007,,,,,,0
146,2354,"Wood + Mariposa",,33.873251,-117.331294,,,,,,0
147,3480,"Cottonwood FS Indian",,33.924503,-117.234568,,,,,,0
148,2536,"California Oaks FS Raphael",,33.593361,-117.197353,,,,,,0
149,2705,"Orange Terrace  FS Sandhill",,33.895707,-117.304630,,,,,,0
151,2334,"Old Elsinore + Church",,33.821005,-117.281661,,,,,,0
152,3327,"Encanto 28377 NS Villa La Paz Apts",,33.708401,-117.184962,,,,,,0
153,2620,"Front 28897 Opp Campini's Deli",,33.486894,-117.144711,,,,,,0
154,2309,"Harveston Park (Equity + Ynez)",,33.531941,-117.159635,,,,,,0
155,2197,"Alsandro + Sangorgonio",,33.916884,-117.294664,,,,,,0
156,1571,"Main NS Kirkwood",,34.005457,-117.363944,,,,,,0
157,2316,"Hwy 74 FS Wasson Canyon Rd.",,33.716597,-117.299523,,,,,,0
158,2487,"Whitewood FS Country Walk",,33.559823,-117.164453,,,,,,0
159,1699,"Tyler + Keller",,33.933668,-117.477628,,,,,,0
160,2755,"Orange Terrace FS Silk Oak",,33.894739,-117.321127,,,,,,0
161,1726,"Indiana + Monroe",,33.922308,-117.426880,,,,,,0
162,2159,"Alessandro Opp. Oliver",,33.917360,-117.180580,,,,,,0
163,1912,"Day + Campus Parkway",,33.937043,-117.278662,,,,,,0
164,2246,"Jurupa + Rutile",,33.994271,-117.496909,,,,,,0
165,2773,"Hwy 74 FS Briggs",,33.743087,-117.136012,,,,,,0
166,2771,"Palomar NS Hwy 74",,33.741678,-117.162886,,,,,,0
167,2731,"Florida FS Gilmore",,33.747543,-116.993998,,,,,,0
168,3474,"Frederick FS Dracaea",,33.927686,-117.261305,,,,,,0
170,1678,"Monroe + Pembroke",,33.945292,-117.445292,,,,,,0
171,1101,"Magnolia FS Madison",,33.941376,-117.409804,,,,,,0
172,1237,"Collier FS Third",,33.687580,-117.336168,,,,,,0
174,2850,"Limonite + Pacific",,33.991033,-117.425145,,,,,,0
175,1997,"Heacock + Fir",,33.935789,-117.243662,,,,,,0
177,2011,"Ironwood + Graham",,33.946707,-117.253279,,,,,,0
178,1849,"Arlington + Sandy",,33.945143,-117.493939,,,,,,0
179,2352,"Parson + Nandina",,33.865812,-117.326927,,,,,,0
180,1360,"Grand 18635 at Moose Lodge",,33.627795,-117.326715,,,,,,0
181,1341,"Palomar NS South Pasadena",,33.601438,-117.269127,,,,,,0
182,1277,"Mission Trail FS Corydon",,33.631980,-117.290700,,,,,,0
183,3058,"Stanford FS Mayberry",,33.739860,-116.932658,,,,,,0
184,1248,"Riverside FS Lakeshore",,33.684725,-117.366287,,,,,,0
186,3246,"Mission + Formosa",,34.011869,-117.444855,,,,,,0
188,1954,"Alessandro FS Frederick",,33.917342,-117.261893,,,,,,0
189,2173,"Alessandro FS Via Vista",,33.931307,-117.348083,,,,,,0
190,1374,"Wildomar Trl NS Dunn",,33.599323,-117.276707,,,,,,0
191,1126,"Magnolia + Grant",,33.878115,-117.521110,,,,,,0
192,1686,"Wells + Wohlstetter",,33.935202,-117.461451,,,,,,0
195,1640,"Central FS Catalina",,33.953351,-117.406861,,,,,,0
196,2208,"Alessandro NS Chicago",,33.943305,-117.353494,,,,,,0
197,2909,"State + Menlo",,33.758660,-116.971684,,,,,,0
198,2304,"Limonite + Archer",,33.975440,-117.478280,,,,,,0
199,3121,"Murrieta FS Newport Sun City Plaza",,33.686140,-117.205895,,,,,,0
200,1655,"Arlington FS Hillside",,33.945907,-117.431329,,,,,,0
201,1581,"Jurupa at Magnolia Court",,33.961236,-117.402982,,,,,,0
202,1953,"Alessandro FS Chagall",,33.917385,-117.257246,,,,,,0
203,1501,"Central Opp 3300 Memorial Park",,33.953809,-117.378351,,,,,,0
204,1427,"Victoria + Somerset",,33.963143,-117.370046,,,,,,0
205,2241,"Jurupa + Troth",,33.992662,-117.516356,,,,,,0
206,3068,"Devonshire FS Sanderson",,33.750886,-117.005984,,,,,,0
207,2639,"Iowa FS Massachusetts",,33.986970,-117.339723,,,,,,0
208,2324,"Theda NS Mountain",,33.764403,-117.275548,,,,,,0
209,1328,"Lincoln FS Lake Meadow CT.",,33.679119,-117.378589,,,,,,0
210,1402,"Van Buren FS Primrose",,33.916901,-117.443914,,,,,,0
212,1773,"Indiana + Adams",,33.926605,-117.419639,,,,,,0
213,2318,"Hwy 74 FS River Road",,33.731184,-117.289625,,,,,,0
216,1038,"Magnolia FS Madison",,33.941482,-117.409132,,,,,,0
218,2815,"Limonite + Peralta Place",,33.982040,-117.438303,,,,,,0
219,1528,"California FS Adams",,33.939499,-117.428822,,,,,,0
221,2239,"Etiwanda + 54th",,33.989561,-117.523225,,,,,,0
222,2785,"Florida FS San Jacinto",,33.747496,-116.958313,,,,,,0
223,2169,"Iris @ Vista Lomas Park",,33.895502,-117.196776,,,,,,0
224,3122,"Murrieta NS Park City Ave",,33.690733,-117.205911,,,,,,0
225,2175,"Alessandro + Mission Grove Parkway",,33.916167,-117.326330,,,,,,0
226,2816,"Limonite + Ave Juan Bautista",,33.984622,-117.432861,,,,,,0
228,1210,"Main FS River",,33.887756,-117.564620,,,,,,0
229,3444,"Cottonwood NS Indian",,33.924649,-117.234147,,,,,,0
230,1053,"Mt Vernon + RR Crossing",,33.980058,-117.313739,,,,,,0
231,1938,"Eucalyptus + Arbor Park Ln",,33.932044,-117.274175,,,,,,0
232,2243,"Jurupa + Dodd",,33.992668,-117.508928,,,,,,0
233,1864,"Indiana 10406 @ Tyler Springs Apts",,33.903625,-117.457723,,,,,,0
234,1844,"Arlington + Rutland",,33.946610,-117.468420,,,,,,0
235,1456,"Victoria + Woodbine",,33.962992,-117.370283,,,,,,0
236,1674,"Phoenix + Central",,33.952977,-117.425270,,,,,,0
237,3197,"Santa Fe FS Esplanade",,33.773466,-116.963113,,,,,,0
238,2105,"Krameria FS Saddlebrook",,33.881132,-117.222078,,,,,,0
239,3114,"Pats Ranch + Mall Entrance",,33.972666,-117.544377,,,,,,0
240,1673,"Central + Rexford",,33.953398,-117.422884,,,,,,0
241,3457,"Sunnymead Ranch FS Old Lake",,33.969506,-117.253137,,,,,,0
242,2584,"Hwy 79 FS La Paz",,33.478518,-117.135930,,,,,,0
244,1733,"Indiana + Jefferson",,33.931181,-117.411262,,,,,,0
246,1859,"La Sierra + Collett",,33.911650,-117.483110,,,,,,0
247,2351,"Parson + Markham",,33.858565,-117.326909,,,,,,0
248,3091,"Stetson FS Page Plaza (Walmart)",,33.729270,-117.008191,,,,,,0
249,2527,"California Oaks FS Calf. Oaks Plaza",,33.567405,-117.206239,,,,,,0
250,2746,"Van Buren FS 15181 RnchoCblleroMHP",,33.880910,-117.397339,,,,,,0
251,2108,"Perris + Nandina",,33.866080,-117.226236,,,,,,0
252,3475,"Cottonwood FS Graham",,33.924447,-117.252036,,,,,,0
254,2120,"Krameria + Lasselle",,33.882747,-117.208185,,,,,,0
255,1700,"Tyler 5180 @ Sierra Villa Apts",,33.931103,-117.476199,,,,,,0
256,2364,"Chicago FS Central",,33.956413,-117.346383,,,,,,0
257,1051,"Blaine + Valencia Hill",,33.982893,-117.318300,,,,,,0
258,1572,"Main NS Finly",,34.002515,-117.364215,,,,,,0
259,1654,"Arlington NS Adams",,33.945852,-117.435788,,,,,,0
260,1255,"Pottery NS Lewis",,33.676325,-117.336380,,,,,,0
261,3341,"McElwain FS Loganberry",,33.600492,-117.177357,,,,,,0
262,1777,"Indiana + Amber",,33.920840,-117.429723,,,,,,0
263,2678,"Florida FS Columbia",,33.747768,-116.946558,,,,,,0
264,2569,"Redhawk FS Wolf Valley",,33.468234,-117.095762,,,,,,0
265,1235,"Chaney FS Flint",,33.679496,-117.339492,,,,,,0
266,1645,"14th + Sedgewick",,33.969560,-117.361080,,,,,,0
267,2938,"State FS Oakland",,33.754574,-116.971862,,,,,,0
269,1289,"Catt FS Hidden Springs",,33.597733,-117.248447,,,,,,0
270,1483,"Hole NS Bonita",,33.915945,-117.468071,,,,,,0
271,3241,"Mission + Pedley",,34.011709,-117.474868,,,,,,0
272,2098,"Morgan + Brennan @ Starcrest",,33.837769,-117.238967,,,,,,0
273,2932,"Gilman Springs + Soboba",,33.819547,-116.973719,,,,,,0
275,2366,"Chicago + Le Conte",,33.961373,-117.348239,,,,,,0
279,2795,"Florida 42751 FS Arroyo Fairways Golf",,33.747664,-116.912333,,,,,,0
280,1553,"Orange NS Nash",,34.006695,-117.356145,,,,,,0
282,3129,"Bradley + Augusta",,33.708152,-117.188869,,,,,,0
283,2682,"Florida NS Tahquitz",,33.747623,-116.977897,,,,,,0
284,1007,"Sixth FS Harris",,33.876709,-117.579536,,,,,,0
285,1847,"Arlington + Chadbourne",,33.946280,-117.483838,,,,,,0
286,2148,"Alessandro FS Barton",,33.916369,-117.313468,,,,,,0
287,1743,"Brockton + Garden Home Ct",,33.964227,-117.394485,,,,,,0
288,2777,"Hwy 74 FS Cortrite",,33.738753,-117.086853,,,,,,0
289,1480,"Lincoln + Gibson",,33.909948,-117.433025,,,,,,0
291,1721,"Indiana + Van Buren",,33.914745,-117.440174,,,,,,0
292,2247,"Jurupa + J Street",,33.996097,-117.489211,,,,,,0
293,2454,"Trautwein FS Orange Terrace",,33.894282,-117.325027,,,,,,0
295,1637,"Central FS Streeter",,33.953312,-117.418253,,,,,,0
296,1878,"Sunnymead + Heacock",,33.939170,-117.244545,,,,,,0
297,2756,"Orange Terrace FS Northstar",,33.894786,-117.317719,,,,,,0
299,3080,"Kirby at Colonial Country Club",,33.755798,-116.997972,,,,,,0
301,2962,"Buena Vista + Devonshire",,33.750925,-116.967436,,,,,,0
302,1443,"14th + Howard",,33.972441,-117.370154,,,,,,0
303,1896,"Alessandro Opp. Courage",,33.916992,-117.264920,,,,,,0
304,2443,"Hwy 74 FS Theda",,33.751035,-117.275666,,,,,,0
305,3361,"Oakland + State",,33.754760,-116.972255,,,,,,0
307,2435,"Old Elsinore FS Amelia",,33.800917,-117.274440,,,,,,0
308,3210,"Cottonwood FS Ivy Crest",,33.787278,-116.994269,,,,,,0
309,1065,"Magnolia FS Hughes",,33.914370,-117.456805,,,,,,0
310,2814,"Limonite + Camino Real",,33.978365,-117.452513,,,,,,0
311,1718,"Indiana + Saratoga",,33.907871,-117.452255,,,,,,0
312,1316,"Grand NS Morro",,33.657071,-117.373728,,,,,,0
313,3032,"Acacia + Palm",,33.743913,-116.980715,,,,,,0
314,2215,"Van Buren + Arlington",,33.946340,-117.453730,,,,,,0
315,2920,"Lyon + Florida",,33.746278,-116.989189,,,,,,0
316,3304,"Margarita FS Torrey Pine",,33.549724,-117.157289,,,,,,0
317,2315,"Hwy 74 NS Hammack Avenue",,33.714414,-117.305063,,,,,,0
318,1110,"Magnolia + Overland",,33.927078,-117.434970,,,,,,0
319,1312,"Grand FS Adelfa",,33.643619,-117.351957,,,,,,0
320,2695,"Hwy 74 FS Palomar",,33.743093,-117.164130,,,,,,0
321,2908,"State FS Oakland",,33.754972,-116.971639,,,,,,0
322,2250,"Felspar + Mission",,34.010846,-117.484090,,,,,,0
323,2370,"San Jacinto FS Lukens",,33.786460,-117.261119,,,,,,0
324,1798,"La Sierra + Cochran",,33.907070,-117.479040,,,,,,0
325,1763,"Brockton + Bandini",,33.967757,-117.392300,,,,,,0
326,1385,"Mission Trail FS Vine",,33.639450,-117.290865,,,,,,0
328,1675,"Phoenix + Wayman",,33.949888,-117.425274,,,,,,0
329,1939,"Towngate + Southgate",,33.935023,-117.269025,,,,,,0
330,2654,"Center + Transit",,34.015815,-117.333120,,,,,,0
331,2047,"Heacock + Dracaea",,33.927824,-117.243871,,,,,,0
332,1627,"Colorado FS Jackson",,33.937717,-117.447901,,,,,,0
333,2267,"Felspar + Galena",,34.004058,-117.484253,,,,,,0
334,1544,"Olivewood NS Panorama",,33.964541,-117.381619,,,,,,0
336,3239,"Seventh FS Estudillo",,33.780344,-116.961300,,,,,,0
337,2333,"Old Elsinore + Orange",,33.816696,-117.279866,,,,,,0
338,1372,"Grand NS Gruwell",,33.600047,-117.281913,,,,,,0
339,2749,"Van Buren FS Washington",,33.882259,-117.365531,,,,,,0
340,1540,"Jurupa FS Palm",,33.960897,-117.400232,,,,,,0
343,3442,"Cottonwood FS Moreno Way",,33.924649,-117.230194,,,,,,0
344,3632,"Trautwein NS Van Buren",,33.890062,-117.324723,,,,,,0
345,3140,"La Piedra Entrance @ MSJC Menifee",,33.676822,-117.165935,,,,,,0
346,3289,"West Campus Dr at Lot #4",,33.971812,-117.330236,,,,,,0
347,3317,"Newport FS Murrieta",,33.684880,-117.205424,,,,,,0
348,3487,"Lasselle FS JFK",,33.902501,-117.209021,,,,,,0
349,1201,"Hamner NS Auto Mall Dr",,33.913771,-117.560598,,,,,,0
352,3150,"Grape FS Railroad Cyn. (Circle K)",,33.662503,-117.297290,,,,,,0
353,2025,"Iris + Patata",,33.888472,-117.215710,,,,,,0
354,1680,"Monroe + Colorado",,33.941429,-117.442137,,,,,,0
355,1046,"Blaine FS Iowa",,33.982928,-117.338621,,,,,,0
356,1946,"Alessandro FS Perris",,33.917442,-117.227419,,,,,,0
357,1652,"Chicago + Marlborough",,33.994711,-117.348301,,,,,,0
358,2972,"Mayberry + Santa Fe",,33.740304,-116.962746,,,,,,0
359,1516,"Indiana + La Sierra",,33.896360,-117.472413,,,,,,0
362,1983,"JFK + Indian",,33.902881,-117.235638,,,,,,0
363,3271,"Mission + La Rue",,34.001376,-117.415343,,,,,,0
364,1318,"Grand FS Macy",,33.660926,-117.379930,,,,,,0
365,2631,"Redhawk Parkway FS Overland",,33.476261,-117.095904,,,,,,0
366,1893,"Lochmoor + Sycamore Canyon",,33.945028,-117.300450,,,,,,0
367,2299,"Limonite + Marlatt",,33.975361,-117.513862,,,,,,0
368,2491,"Alta Murrieta FS Ridgeplume",,33.563058,-117.173656,,,,,,0
370,1411,"Lincoln + Saint Lawrence",,33.922792,-117.410097,,,,,,0
371,1464,"Lincoln + Maude",,33.939888,-117.380305,,,,,,0
372,3041,"Menlo FS Santa Fe",,33.758413,-116.962672,,,,,,0
373,1379,"Palomar NS Mission Trail",,33.613664,-117.288662,,,,,,0
376,3104,"Hamner + Limonite",,33.976286,-117.558207,,,,,,0
377,2978,"Hewitt + Esplanade",,33.772911,-116.950928,,,,,,0
378,2969,"Mayberry + Palm",,33.740181,-116.979864,,,,,,0
379,3238,"Mistletoe FS Fifth",,33.782645,-116.952398,,,,,,0
381,3042,"San Jacinto + Oakland",,33.755153,-116.958809,,,,,,0
382,2380,"San Jacinto Opp Altura",,33.786478,-117.253955,,,,,,0
383,3476,"Cottonwood FS Rundell",,33.924452,-117.248525,,,,,,0
384,2550,"Murrieta Hot Springs Opp. Eagle Glen Apt.",,33.553180,-117.142950,,,,,,0
385,2660,"Iowa FS Spruce",,33.989532,-117.339984,,,,,,0
386,1830,"University + Brockton",,33.983778,-117.378709,,,,,,0
387,3100,"Pats Ranch FS 65th",,33.969510,-117.546298,,,,,,0
388,1756,"University FS Ottawa",,33.975558,-117.352491,,,,,,0
389,1380,"Mission Trail FS Como",,33.618050,-117.289730,,,,,,0
390,2123,"Perris FS Ramona Expressway",,33.843899,-117.226271,,,,,,0
391,2954,"Lyon + San Marcos",,33.731309,-116.988961,,,,,,0
392,3448,"Cottonwood FS Running Deer",,33.924624,-117.245940,,,,,,0
394,1825,"Arlington + Aden Way",,33.946044,-117.409662,,,,,,0
395,1509,"Van Buren NS Rudicill",,33.912422,-117.440018,,,,,,0
397,2359,"Mission Grove NS Mission Village",,33.912921,-117.323835,,,,,,0
398,3124,"Newport FS Evans",,33.685160,-117.197450,,,,,,0
399,2824,"Rubidoux + Frontage",,34.003842,-117.400970,,,,,,0
401,2024,"Iris + Los Cabos",,33.889082,-117.212163,,,,,,0
402,1491,"Sierra Vista FS Pierce",,33.912846,-117.496225,,,,,,0
403,3451,"Towngate FS Frederick",,33.935399,-117.261876,,,,,,0
404,1221,"Sumner FS 68th",,33.964300,-117.575900,,,,,,0
406,1371,"Grand FS Celeste",,33.602750,-117.286234,,,,,,0
408,1165,"Magnolia + Harrison",,33.916621,-117.453449,,,,,,0
409,1263,"Lakeshore NS Lucerne",,33.662454,-117.315602,,,,,,0
410,2917,"Gilman Springs + Soboba",,33.824243,-116.975090,,,,,,0
411,1095,"Eucalyptus + Third",,33.982813,-117.359747,,,,,,0
413,2761,"Orange Terrace FS Golden Rain",,33.889192,-117.301527,,,,,,0
414,2214,"Van Buren + Jackson",,33.942930,-117.453680,,,,,,0
416,2589,"Rancho California FS Humber",,33.508575,-117.132212,,,,,,0
417,2402,"Trautwein + Grove Comm Drive",,33.900505,-117.325588,,,,,,0
418,2061,"Krameria + Kitching",,33.880932,-117.217222,,,,,,0
419,1813,"Arlington + Norwood",,33.944474,-117.486188,,,,,,0
420,1862,"Indiana + Vallejo",,33.900436,-117.465351,,,,,,0
421,1782,"Indiana + Myers",,33.911903,-117.445443,,,,,,0
422,3158,"Cajalco + Day",,33.837249,-117.279507,,,,,,0
423,1562,"La Cadena FS Stephens",,34.014547,-117.343865,,,,,,0
424,1139,"Sixth + Sherman",,33.877935,-117.589218,,,,,,0
427,3216,"Esplanade FS Commerce",,33.772889,-116.966412,,,,,,0
430,2041,"Perris + Hemlock",,33.943935,-117.226519,,,,,,0
431,1283,"Palomar NS Gruwell",,33.606150,-117.276801,,,,,,0
432,3054,"Devonshire FS Kirby",,33.751011,-116.997300,,,,,,0
439,1974,"Kitching + Eucalyptus",,33.932190,-117.217574,,,,,,0
440,1455,"Victoria + Cridge",,33.965777,-117.368414,,,,,,0
441,2329,"Old Elsinore + Aloha",,33.793093,-117.274575,,,,,,0
442,2947,"State + Ruby",,33.727028,-116.971661,,,,,,0
443,1778,"Indiana + Arrowhead",,33.919622,-117.431861,,,,,,0
444,2767,"Jackson FS Sherman",,33.747783,-117.180189,,,,,,0
445,3425,"Temescal Canyon @ Dos Lagos",,33.816196,-117.506380,,,,,,0
446,3240,"Santa Fe FS Tenth",,33.777404,-116.963236,,,,,,0
447,3422,"Iowa FS Blaine (Stop N Go Store)",,33.981502,-117.339996,,,,,,0
448,2100,"Perris + Gentian",,33.895069,-117.226343,,,,,,0
449,1506,"Van Buren FS Lincoln",,33.908261,-117.436493,,,,,,0
451,1517,"Harrison FS Magnolia",,33.918264,-117.452792,,,,,,0
452,2335,"Old Elsinore + Palm",,33.826159,-117.283732,,,,,,0
453,2466,"Whitewood FS Alta Murrieta",,33.566224,-117.167735,,,,,,0
454,1505,"Arlington + De Anza",,33.946183,-117.393986,,,,,,0
456,2289,"Jurupa + Marlatt",,33.992752,-117.513617,,,,,,0
457,1436,"Central FS Magnolia",,33.953442,-117.395608,,,,,,0
459,3417,"Winchester + Pourroy Rd.",,33.615519,-117.103334,,,,,,0
